account_id,customer_name,device_id,ip_address,shipping_address,payment_method_fingerprint,account_age_days,refund_probability,account_type,household_id,is_fraud_ring,ring_id,scenario_type,created_date
ACC0848,Ronith Khurana,DEV3428,48.77.214.38,Coimbatore,PMF2641,183,0.075,normal,,0,,normal,2026-03-05
ACC0849,Ekbal Roy,DEV2654,54.188.204.233,Siwan,PMF5687,606,0.072,normal,,0,,normal,2025-01-06
ACC0850,Imaran Savant,DEV7732,173.55.37.139,Bhind,PMF5327,382,0.043,normal,,0,,normal,2025-08-18
ACC0851,Henry Murthy,DEV8750,198.13.43.204,Gandhinagar,PMF1613,527,0.03,normal,,0,,normal,2025-03-26
ACC0852,Ayaan Apte,DEV3356,16.116.163.142,Kozhikode,PMF7581,442,0.022,normal,,0,,normal,2025-06-19
ACC0853,Naksh Dutt,DEV4892,137.30.117.176,Shimoga,PMF1807,369,0.065,normal,,0,,normal,2025-08-31
ACC0854,Kalpit Agarwal,DEV7102,126.191.204.220,Uluberia,PMF1331,305,0.04,normal,,0,,normal,2025-11-03
ACC0855,Garima Narain,DEV6094,136.49.174.138,Farrukhabad,PMF5593,340,0.071,normal,,0,,normal,2025-09-29
ACC0856,Chakradhar Karan,DEV4734,158.125.202.36,Thanjavur,PMF3201,130,0.038,normal,,0,,normal,2026-04-27
ACC0857,Benjamin Chowdhury,DEV6257,61.96.26.214,Kakinada,PMF5414,483,0.064,normal,,0,,normal,2025-05-09
ACC0858,Panini Kant,DEV2462,136.157.231.17,Asansol,PMF4079,649,0.047,normal,,0,,normal,2024-11-24
ACC0859,Rishi Sem,DEV8937,206.228.99.236,Tenali,PMF9462,446,0.072,normal,,0,,normal,2025-06-15
ACC0860,Chatresh Tata,DEV9442,180.197.32.28,Chittoor,PMF3604,87,0.024,normal,,0,,normal,2026-06-09
ACC0861,Chakradev Oza,DEV7609,223.103.207.188,Jaunpur,PMF3222,548,0.067,normal,,0,,normal,2025-03-05
ACC0862,Oviya Kale,DEV1474,201.131.172.198,Mira-Bhayandar,PMF3846,566,0.032,normal,,0,,normal,2025-02-15
ACC0863,Yashvi Mander,DEV1944,222.84.181.190,Kulti,PMF5087,235,0.022,normal,,0,,normal,2026-01-12
ACC0864,Tara Aurora,DEV6904,212.232.138.174,Gulbarga,PMF4262,81,0.036,normal,,0,,normal,2026-06-15
ACC0865,Faras Khalsa,DEV9275,36.251.180.115,Siwan,PMF7503,505,0.058,normal,,0,,normal,2025-04-17
ACC0866,Farhan Ganesan,DEV1500,137.43.85.165,Silchar,PMF4963,156,0.042,normal,,0,,normal,2026-04-01
ACC0867,Krish D’Alia,DEV8308,223.231.8.247,Kamarhati,PMF3909,638,0.078,normal,,0,,normal,2024-12-05
ACC0868,Hema Kumar,DEV6730,204.85.175.138,Ambala,PMF6640,515,0.03,normal,,0,,normal,2025-04-07
ACC0869,Samarth Mohan,DEV2480,223.134.110.179,Bhatpara,PMF5670,294,0.022,normal,,0,,normal,2025-11-14
ACC0870,Ira Wagle,DEV3669,168.82.0.151,Delhi,PMF4511,80,0.071,normal,,0,,normal,2026-06-16
ACC0871,Avi Bhattacharyya,DEV4688,148.51.255.17,Ulhasnagar,PMF4387,692,0.036,normal,,0,,normal,2024-10-12
ACC0872,Vincent Ganguly,DEV9409,198.166.136.179,Katihar,PMF1328,449,0.072,normal,,0,,normal,2025-06-12
ACC0873,Bhanumati Varghese,DEV1145,163.142.221.45,Katni,PMF8767,728,0.075,normal,,0,,normal,2024-09-06
ACC0874,Abhiram Suri,DEV3837,60.251.223.25,Nellore,PMF1138,692,0.033,normal,,0,,normal,2024-10-12
ACC0875,Hredhaan Sarna,DEV6004,187.230.83.5,Pudukkottai,PMF5511,652,0.045,normal,,0,,normal,2024-11-21
ACC0876,Abhiram Boase,DEV6713,163.174.218.21,Dehri,PMF8520,415,0.035,normal,,0,,normal,2025-07-16
ACC0877,Rushil Dubey,DEV5950,148.155.192.129,Kulti,PMF9530,507,0.069,normal,,0,,normal,2025-04-15
ACC0878,Sai Narasimhan,DEV2676,199.106.76.196,Bulandshahr,PMF1120,436,0.051,normal,,0,,normal,2025-06-25
ACC0879,Jatin Hans,DEV7131,22.182.84.128,Arrah,PMF5631,708,0.038,normal,,0,,normal,2024-09-26
ACC0880,Raagini Chokshi,DEV8892,74.182.137.178,Baranagar,PMF2045,140,0.04,normal,,0,,normal,2026-04-17
ACC0881,Rudra Sankar,DEV6327,165.55.83.104,Ballia,PMF5536,313,0.036,normal,,0,,normal,2025-10-26
ACC0882,Hredhaan Morar,DEV5895,191.189.230.215,Ahmednagar,PMF4086,697,0.029,normal,,0,,normal,2024-10-07
ACC0883,Balhaar Choudhury,DEV1930,220.61.227.242,Tiruchirappalli,PMF7620,276,0.06,normal,,0,,normal,2025-12-02
ACC0884,Anya Sarna,DEV3292,172.97.39.90,Nagercoil,PMF1417,727,0.059,normal,,0,,normal,2024-09-07
ACC0885,Tripti Seshadri,DEV5250,48.218.242.91,Kalyan-Dombivli,PMF7857,332,0.044,normal,,0,,normal,2025-10-07
ACC0886,Nirja Bandi,DEV4111,142.212.216.236,Raichur,PMF6622,66,0.064,normal,,0,,normal,2026-06-30
ACC0887,Jyoti Ahluwalia,DEV9759,194.132.131.122,Kanpur,PMF8794,257,0.074,normal,,0,,normal,2025-12-21
ACC0888,Nathaniel Morar,DEV6873,168.233.126.171,Kota,PMF9311,717,0.038,normal,,0,,normal,2024-09-17
ACC0889,Tara Jaggi,DEV3967,70.186.134.214,Alwar,PMF5813,204,0.026,normal,,0,,normal,2026-02-12
ACC0890,Maanas Kumar,DEV5237,159.170.163.92,Bhalswa Jahangir Pur,PMF3999,161,0.077,normal,,0,,normal,2026-03-27
ACC0891,Chaman Bedi,DEV2463,202.214.69.39,Siwan,PMF4641,373,0.041,normal,,0,,normal,2025-08-27
ACC0892,Chakradev Krishna,DEV7889,121.213.6.185,Kishanganj,PMF6428,344,0.042,normal,,0,,normal,2025-09-25
ACC0893,Aarnav Shankar,DEV5817,149.33.105.157,Gorakhpur,PMF8598,629,0.071,normal,,0,,normal,2024-12-14
ACC0894,Yug Chander,DEV1879,80.145.244.124,Kamarhati,PMF2166,511,0.048,normal,,0,,normal,2025-04-11
ACC0895,Faqid Kapoor,DEV9199,147.208.241.131,Ghaziabad,PMF2963,229,0.072,normal,,0,,normal,2026-01-18
ACC0896,Yauvani Dutt,DEV9680,170.4.229.203,Jammu,PMF5888,420,0.045,normal,,0,,normal,2025-07-11
ACC0897,Sanya Tiwari,DEV3250,120.166.169.249,Machilipatnam,PMF4281,184,0.041,normal,,0,,normal,2026-03-04
ACC0898,Upma Swaminathan,DEV8496,222.174.143.239,Mahbubnagar,PMF3346,613,0.039,normal,,0,,normal,2024-12-30
ACC0899,Balhaar Ben,DEV2324,211.198.164.11,Udupi,PMF8988,214,0.04,normal,,0,,normal,2026-02-02
ACC0900,Charita Kata,DEV6134,162.95.181.240,Kalyan-Dombivli,PMF1950,211,0.02,normal,,0,,normal,2026-02-05
ACC0901,Lipika Bhavsar,DEV4430,156.240.203.149,Vijayanagaram,PMF3762,310,0.055,normal,,0,,normal,2025-10-29
ACC0902,Simon Narula,DEV9021,164.87.183.132,Tadipatri,PMF2442,192,0.028,normal,,0,,normal,2026-02-24
ACC0903,Lila Mandal,DEV8035,24.240.131.132,Munger,PMF7609,474,0.046,normal,,0,,normal,2025-05-18
ACC0904,Adweta Bath,DEV7280,201.74.173.254,Tirupati,PMF1076,518,0.022,normal,,0,,normal,2025-04-04
ACC0905,Anusha Dhaliwal,DEV7112,133.106.161.169,Belgaum,PMF1230,234,0.074,normal,,0,,normal,2026-01-13
ACC0906,Vasatika Mitter,DEV4122,201.44.43.26,Kolhapur,PMF1293,573,0.061,normal,,0,,normal,2025-02-08
ACC0907,Hema Nadig,DEV5076,187.100.184.41,Nagpur,PMF4707,671,0.062,normal,,0,,normal,2024-11-02
ACC0908,Manan Rau,DEV6113,174.94.143.140,Chapra,PMF3112,382,0.026,normal,,0,,normal,2025-08-18
ACC0909,Bhavya Shenoy,DEV6015,170.207.19.60,Begusarai,PMF3736,545,0.024,normal,,0,,normal,2025-03-08
ACC0910,Bhavya Ravi,DEV5885,221.156.77.81,Ballia,PMF5764,76,0.047,normal,,0,,normal,2026-06-20
ACC0911,Orinder Verma,DEV9587,136.18.13.210,Sirsa,PMF6535,562,0.046,normal,,0,,normal,2025-02-19
ACC0912,Wakeeta Kala,DEV6615,170.220.3.209,Vijayawada,PMF9031,167,0.042,normal,,0,,normal,2026-03-21
ACC0913,Shivansh Saxena,DEV3701,208.39.8.238,Durgapur,PMF7609,222,0.021,normal,,0,,normal,2026-01-25
ACC0914,Viraj Som,DEV3149,204.168.78.197,Hubli–Dharwad,PMF4460,259,0.064,normal,,0,,normal,2025-12-19
ACC0915,Isaiah Mitter,DEV9267,129.22.162.64,Nagaon,PMF3768,633,0.027,normal,,0,,normal,2024-12-10
ACC0916,Qushi Mukherjee,DEV1612,173.90.252.87,Kulti,PMF7147,696,0.073,normal,,0,,normal,2024-10-08
ACC0917,Chakradhar Ben,DEV9761,43.24.39.9,Jamnagar,PMF1796,291,0.056,normal,,0,,normal,2025-11-17
ACC0918,Abdul Nanda,DEV2771,149.179.239.188,Kochi,PMF1323,79,0.023,normal,,0,,normal,2026-06-17
ACC0919,Lakshit Datta,DEV7828,164.72.11.155,Rampur,PMF8279,148,0.043,normal,,0,,normal,2026-04-09
ACC0920,Saumya Thaman,DEV5140,33.245.64.234,Madanapalle,PMF8772,590,0.062,normal,,0,,normal,2025-01-22
ACC0921,Chatura Dugal,DEV1152,217.20.95.224,Belgaum,PMF5933,240,0.045,normal,,0,,normal,2026-01-07
ACC0922,Amara Kade,DEV9524,31.130.43.128,Gangtok,PMF5423,133,0.057,normal,,0,,normal,2026-04-24
ACC0923,Bimala Kurian,DEV7862,80.255.174.187,Jalna,PMF2718,170,0.051,normal,,0,,normal,2026-03-18
ACC0924,Victor Suri,DEV2928,18.56.50.30,Bilaspur,PMF5631,662,0.027,normal,,0,,normal,2024-11-11
ACC0925,Saumya Badal,DEV9154,155.142.72.182,Pali,PMF4254,138,0.057,normal,,0,,normal,2026-04-19
ACC0926,Rachana Murty,DEV9571,107.81.227.150,Jamshedpur,PMF4304,299,0.041,normal,,0,,normal,2025-11-09
ACC0927,Lipika Varghese,DEV5839,154.66.144.1,Saharsa,PMF3627,449,0.022,normal,,0,,normal,2025-06-12
ACC0928,Ayaan Joshi,DEV4402,202.239.54.187,Mehsana,PMF8875,538,0.04,normal,,0,,normal,2025-03-15
ACC0929,Idika Arora,DEV1208,18.55.255.156,Rajkot,PMF2458,32,0.074,normal,,0,,normal,2026-08-03
ACC0930,Lakshit Chander,DEV9095,199.50.6.190,Gudivada,PMF3443,617,0.077,normal,,0,,normal,2024-12-26
ACC0931,Urishilla Natarajan,DEV2229,76.82.233.2,Tirunelveli,PMF2659,553,0.074,normal,,0,,normal,2025-02-28
ACC0932,Pallavi Biswas,DEV4787,202.108.169.207,Bhind,PMF8483,689,0.079,normal,,0,,normal,2024-10-15
ACC0933,Frado Bahri,DEV5327,159.39.107.87,Rewa,PMF8606,333,0.023,normal,,0,,normal,2025-10-06
ACC0934,Geetika Lall,DEV1646,132.186.41.175,Ambarnath,PMF5760,208,0.042,normal,,0,,normal,2026-02-08
ACC0935,Nirja Golla,DEV6123,126.37.193.90,Meerut,PMF7979,723,0.064,normal,,0,,normal,2024-09-11
ACC0936,Upkaar Oak,DEV1751,110.93.19.8,Latur,PMF1158,127,0.071,normal,,0,,normal,2026-04-30
ACC0937,Isaiah Bir,DEV3793,211.116.193.156,Thrissur,PMF6384,709,0.041,normal,,0,,normal,2024-09-25
ACC0938,Peter Shah,DEV5395,217.6.33.162,Gudivada,PMF2522,478,0.042,normal,,0,,normal,2025-05-14
ACC0939,Balveer Balan,DEV3996,195.77.156.225,Haldia,PMF2865,380,0.044,normal,,0,,normal,2025-08-20
ACC0940,Yochana Acharya,DEV5453,194.163.136.205,Jalna,PMF7319,497,0.061,normal,,0,,normal,2025-04-25
ACC0941,Vyanjana Badami,DEV7909,119.103.58.215,Tirupati,PMF3732,519,0.027,normal,,0,,normal,2025-04-03
ACC0942,Sarthak Sarma,DEV3611,78.101.231.6,Gopalpur,PMF2699,90,0.045,normal,,0,,normal,2026-06-06
ACC0943,Janaki Sha,DEV8908,141.93.53.177,Bettiah,PMF8178,634,0.031,normal,,0,,normal,2024-12-09
ACC0944,Varenya Vala,DEV6875,74.205.136.205,Agartala,PMF1472,418,0.072,normal,,0,,normal,2025-07-13
ACC0945,Barkha Tak,DEV8914,208.107.37.180,Junagadh,PMF8997,163,0.027,normal,,0,,normal,2026-03-25
ACC0946,Eiravati Rajagopal,DEV8220,214.64.193.92,Kalyan-Dombivli,PMF1753,451,0.024,normal,,0,,normal,2025-06-10
ACC0947,Yug Basak,DEV6148,204.142.208.200,Panipat,PMF1202,700,0.062,normal,,0,,normal,2024-10-04
ACC0948,Harini Gera,DEV9598,17.94.187.13,Gorakhpur,PMF4669,724,0.079,normal,,0,,normal,2024-09-10
ACC0949,Darika Jha,DEV6542,93.235.161.28,Gudivada,PMF9504,715,0.051,normal,,0,,normal,2024-09-19
ACC0950,Saksham Bala,DEV2560,151.94.4.103,Kota,PMF8091,663,0.06,normal,,0,,normal,2024-11-10
ACC0951,Aradhana Mammen,DEV8895,186.112.17.85,Jamshedpur,PMF6664,284,0.06,normal,,0,,normal,2025-11-24
ACC0952,Reva Sunder,DEV7305,165.17.204.124,Darbhanga,PMF3435,686,0.07,normal,,0,,normal,2024-10-18
ACC0953,Vritti Gulati,DEV1894,28.91.142.62,Guntur,PMF1190,601,0.059,normal,,0,,normal,2025-01-11
ACC0954,Varenya Suri,DEV9283,100.228.181.22,Bangalore,PMF8688,190,0.071,normal,,0,,normal,2026-02-26
ACC0955,Praneel Kaur,DEV2226,196.195.230.239,Ambattur,PMF9055,199,0.039,normal,,0,,normal,2026-02-17
ACC0956,Leela Prabhakar,DEV5557,148.223.64.112,Vellore,PMF1824,368,0.05,normal,,0,,normal,2025-09-01
ACC0957,Harita Singh,DEV7203,6.157.163.136,Ludhiana,PMF7607,593,0.069,normal,,0,,normal,2025-01-19
ACC0958,Neel Saini,DEV8521,89.115.97.227,Tiruvottiyur,PMF8277,110,0.068,normal,,0,,normal,2026-05-17
ACC0959,Charvi Banerjee,DEV2442,135.49.169.10,Patiala,PMF9166,488,0.047,normal,,0,,normal,2025-05-04
ACC0960,Aachal Devi,DEV9148,178.130.138.222,Mysore,PMF1291,151,0.026,normal,,0,,normal,2026-04-06
ACC0961,Maanas Rana,DEV1587,11.215.115.80,Hazaribagh,PMF9996,452,0.02,normal,,0,,normal,2025-06-09
ACC0962,Balvan Andra,DEV5990,154.123.17.223,Silchar,PMF9328,123,0.054,normal,,0,,normal,2026-05-04
ACC0963,Omkaar Venkatesh,DEV8474,137.120.144.9,Raipur,PMF6584,700,0.042,normal,,0,,normal,2024-10-04
ACC0964,Tanveer Vohra,DEV4652,139.149.116.103,Mahbubnagar,PMF8445,85,0.04,normal,,0,,normal,2026-06-11
ACC0965,Gavin Chada,DEV8751,207.8.212.217,Khandwa,PMF6952,664,0.063,normal,,0,,normal,2024-11-09
ACC0966,Sanaya Sule,DEV2596,185.135.34.180,Ahmednagar,PMF4633,146,0.02,normal,,0,,normal,2026-04-11
ACC0967,Bishakha Vala,DEV5783,150.50.118.171,Thane,PMF9973,393,0.051,normal,,0,,normal,2025-08-07
ACC0968,Utkarsh Lad,DEV1750,205.17.8.173,Gwalior,PMF3689,138,0.05,normal,,0,,normal,2026-04-19
ACC0969,Radhika Samra,DEV2752,221.117.97.97,Junagadh,PMF5166,449,0.057,normal,,0,,normal,2025-06-12
ACC0970,Orinder Kar,DEV2978,211.153.83.28,Ambarnath,PMF7437,222,0.033,normal,,0,,normal,2026-01-25
ACC0971,Jeet Gaba,DEV6536,166.117.94.123,Ahmedabad,PMF2765,225,0.065,normal,,0,,normal,2026-01-22
ACC0972,Anirudh Dora,DEV3018,45.229.152.69,Pune,PMF8381,77,0.047,normal,,0,,normal,2026-06-19
ACC0973,Raksha Balan,DEV9260,134.121.225.168,Uluberia,PMF3205,633,0.078,normal,,0,,normal,2024-12-10
ACC0974,Varsha Patla,DEV9689,201.151.104.110,Surat,PMF1795,34,0.053,normal,,0,,normal,2026-08-01
ACC0975,Chakrika Kari,DEV8912,194.104.198.8,Rajahmundry,PMF9328,473,0.067,normal,,0,,normal,2025-05-19
ACC0976,Advik Choudhry,DEV3845,3.216.147.184,Unnao,PMF3103,211,0.026,normal,,0,,normal,2026-02-05
ACC0977,Vansha Munshi,DEV6273,195.27.162.212,Malda,PMF9259,703,0.073,normal,,0,,normal,2024-10-01
ACC0978,Gaurav Kant,DEV5067,200.241.5.93,Tadipatri,PMF5482,458,0.044,normal,,0,,normal,2025-06-03
ACC0979,Amara Minhas,DEV5819,2.158.76.62,Munger,PMF8419,381,0.068,normal,,0,,normal,2025-08-19
ACC0980,Yashvi Kuruvilla,DEV7762,185.126.18.86,Ramgarh,PMF9393,171,0.038,normal,,0,,normal,2026-03-17
ACC0981,Rehaan Krish,DEV6143,136.66.162.240,Mango,PMF4560,590,0.032,normal,,0,,normal,2025-01-22
ACC0982,Matthew Kashyap,DEV5760,164.106.48.223,Bhiwandi,PMF6657,669,0.075,normal,,0,,normal,2024-11-04
ACC0983,Rajeshri Sahni,DEV3913,122.95.253.82,Dehradun,PMF9255,165,0.053,normal,,0,,normal,2026-03-23
ACC0984,Tanish Koshy,DEV6281,178.240.23.76,Durg,PMF2890,682,0.066,normal,,0,,normal,2024-10-22
ACC0985,Xiti Bhardwaj,DEV8870,30.250.199.238,Bhimavaram,PMF7839,605,0.06,normal,,0,,normal,2025-01-07
ACC0986,Samuel Gade,DEV5684,36.111.79.144,Jaunpur,PMF7920,576,0.068,normal,,0,,normal,2025-02-05
ACC0987,Varenya Garg,DEV2744,150.82.56.196,Saharanpur,PMF1414,565,0.043,normal,,0,,normal,2025-02-16
ACC0988,Jeevika Bajwa,DEV1927,207.110.115.140,Nellore,PMF4275,84,0.036,normal,,0,,normal,2026-06-12
ACC0989,Ria Kapoor,DEV5695,207.131.105.105,Tirunelveli,PMF5105,194,0.029,normal,,0,,normal,2026-02-22
ACC0990,Pushti Ahuja,DEV5835,119.6.208.24,Nashik,PMF4342,93,0.065,normal,,0,,normal,2026-06-03
ACC0991,Elijah Tata,DEV6876,27.83.64.241,Saharsa,PMF8415,63,0.026,normal,,0,,normal,2026-07-03
ACC0992,Nachiket Warrior,DEV4675,13.56.104.161,Rourkela,PMF7371,721,0.034,normal,,0,,normal,2024-09-13
ACC0993,Charles Aggarwal,DEV1769,24.83.68.159,Jehanabad,PMF7251,324,0.043,normal,,0,,normal,2025-10-15
ACC0994,Damini Virk,DEV1881,216.40.9.28,Bally,PMF1212,350,0.065,normal,,0,,normal,2025-09-19
ACC0995,Jagdish Shroff,DEV8259,76.24.95.53,Erode,PMF4695,237,0.075,normal,,0,,normal,2026-01-10
ACC0996,Aayush Hari,DEV7025,56.51.174.76,Kakinada,PMF9955,693,0.064,normal,,0,,normal,2024-10-11
ACC0997,Alka Choudhry,DEV4170,165.147.93.0,Rajkot,PMF5819,231,0.047,normal,,0,,normal,2026-01-16
ACC0998,Ryan Goda,DEV2220,129.123.165.31,Adoni,PMF4063,729,0.078,normal,,0,,normal,2024-09-05
ACC0999,Harish Jayaraman,DEV2955,188.188.141.172,Rajpur Sonarpur,PMF7180,556,0.022,normal,,0,,normal,2025-02-25
ACC1000,Meera Garg,DEV5329,209.130.50.219,Buxar,PMF3131,315,0.03,normal,,0,,normal,2025-10-24
